Latitude,Longitude,Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Expected Monthly,Total Services,Security Score,Entertainment Score
37.375156,-121.795867,No,No,No,12,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,49.42083333333333,1,1,0
33.162624,-117.170863,No,Yes,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.7,45.7,45.7,0,0,0
34.084909,-117.258107,No,Yes,No,33,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),86.15,2745.7,83.2030303030303,1,0,1
40.586588,-122.903677,No,No,No,16,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,97.228125,3,2,1
34.130992,-118.894673,Yes,No,No,43,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.85,3645.6,84.78139534883721,1,0,1
35.140938,-119.051348,No,Yes,No,33,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.75,2447.45,74.1651515151515,4,3,1
37.59485,-122.051521,No,No,No,31,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,90.54516129032258,2,1,1
33.921793,-118.140588,Yes,No,No,3,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,91.05,289.1,96.36666666666667,2,1,1
34.39583,-117.734568,No,Yes,No,49,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,84.35,4059.35,82.84387755102041,5,3,2
33.952714,-118.292061,Yes,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.7,93.7,46.85,0,0,0
37.590421,-122.306467,No,No,No,8,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.0,773.65,96.70625,3,2,1
33.674583,-114.71612,No,No,No,26,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,89.8,2335.3,89.81923076923077,3,2,1
35.236549,-120.727344,No,No,No,1,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.55,19.55,19.55,0,0,0
37.803883,-122.208417,No,Yes,No,71,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,58.38380281690141,5,3,2
32.832706,-116.873258,No,Yes,No,72,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,60.0,4264.0,59.22222222222222,5,3,2
35.16207,-119.194488,No,Yes,No,67,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,75.1,5064.45,75.58880597014925,4,3,1
34.099891,-118.414338,No,Yes,No,18,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,53.172222222222224,2,2,0
37.527497,-122.230941,No,Yes,No,62,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,96.1,6001.45,96.79758064516129,3,2,1
38.983388,-120.988814,Yes,No,No,31,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),96.6,2877.95,92.83709677419354,3,2,1
37.760412,-122.484966,No,Yes,No,8,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,158.35,19.79375,0,0,0
38.313447,-121.123886,No,No,No,70,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),44.6,3058.15,43.68785714285715,4,4,0
37.421633,-122.009613,No,Yes,No,69,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),60.8,4263.4,61.78840579710145,5,3,2
37.789168,-122.395009,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.6,90.6,90.6,2,0,2
34.165383,-118.123752,No,No,No,23,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,78.55,1843.05,80.13260869565217,4,2,2
33.833686,-117.513063,No,Yes,No,72,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.65,6094.25,84.64236111111111,5,3,2
37.897743,-122.263124,No,Yes,Yes,50,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,71.154,0,0,0
33.946982,-116.977672,No,No,No,44,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,92.3409090909091,2,1,1
36.444232,-119.718285,No,Yes,No,72,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.05,1423.65,19.772916666666667,0,0,0
36.29223,-119.622676,No,No,No,8,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,29.25,226.95,28.36875,1,1,0
39.457388,-121.818201,No,No,No,39,No,DSL,No,No,Yes,Yes,No,No,One year,No,Mailed check,35.55,1309.15,33.56794871794872,2,2,0
37.378541,-122.020456,No,No,No,18,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,49.59444444444445,1,1,0
34.097863,-116.594561,Yes,Yes,Yes,32,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,89.4203125,3,1,2
32.802959,-117.027095,No,Yes,No,71,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),98.65,6962.85,98.06830985915494,3,1,2
35.363339,-117.637641,No,Yes,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.7,141.45,70.725,0,0,0
37.724817,-122.224363,No,Yes,Yes,63,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.7,1275.85,20.2515873015873,0,0,0
37.382909,-121.634151,No,No,No,43,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,60.0,2548.55,59.268604651162796,2,1,1
34.137319,-118.029837,No,Yes,No,42,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,88.80357142857143,2,2,0
38.157794,-121.520223,No,No,No,24,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.15,553.0,23.041666666666668,0,0,0
39.600599,-120.636358,No,Yes,No,63,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59.0,3707.6,58.85079365079365,5,3,2
40.372532,-123.525626,No,Yes,Yes,7,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.25,144.35,20.62142857142857,0,0,0
33.889605,-115.257009,No,No,Yes,20,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.4,374.5,18.725,0,0,0
34.038983,-117.991372,No,Yes,No,44,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.5,865.05,19.660227272727273,0,0,0
33.976328,-117.319786,No,Yes,No,28,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65,63.77321428571429,3,3,0
38.265899,-121.939461,Yes,Yes,No,8,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,68.99375,2,1,1
34.557711,-118.029441,No,Yes,Yes,70,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.2,7689.8,109.85428571428572,5,3,2
33.792791,-117.789749,Yes,Yes,No,72,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),74.4,5360.75,74.45486111111111,5,4,1
38.733714,-120.795213,No,No,No,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,61.15,61.15,61.15,2,2,0
37.394411,-120.127262,No,Yes,No,67,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.6,1784.9,26.64029850746269,0,0,0
37.505768,-121.962472,No,Yes,Yes,35,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,89.7,3165.6,90.44571428571429,3,2,1
38.121601,-120.133915,Yes,Yes,No,45,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,3480.35,77.3411111111111,4,3,1
33.194742,-117.29032,No,No,Yes,11,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.7,216.2,19.654545454545453,0,0,0
33.849263,-116.382778,No,No,No,4,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.3,249.4,62.35,2,1,1
33.081478,-117.033814,No,No,No,16,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.1,296.15,18.509375,0,0,0
34.052842,-118.264495,No,No,No,18,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.55,389.25,21.625,0,0,0
37.766556,-121.976784,Yes,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,106.1125,2,0,2
34.19225,-118.776874,No,Yes,No,20,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.35,393.15,19.6575,0,0,0
34.264124,-114.717964,No,No,No,67,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,88.10671641791045,6,4,2
33.79499,-118.065591,Yes,Yes,No,40,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),98.15,4116.8,102.92,5,4,1
37.571748,-121.659562,No,No,No,6,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.95,109.5,18.25,0,0,0
34.43987,-118.644609,No,Yes,No,59,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,93.35,5386.5,91.29661016949153,3,2,1
34.965648,-117.001509,No,No,No,50,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),39.7,1932.75,38.655,3,3,0
37.873916,-122.20522,No,Yes,No,1,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.8,84.8,84.8,2,1,1
38.392686,-120.415951,No,Yes,No,13,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,43.8,592.65,45.58846153846154,0,0,0
34.667815,-117.536183,No,No,Yes,21,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.7,467.15,22.245238095238093,0,0,0
34.050198,-118.210946,No,No,No,41,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,4443.45,108.37682926829268,4,2,2
34.065108,-118.082791,No,No,Yes,34,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3688.6,108.48823529411764,5,3,2
33.794209,-118.317354,No,No,No,29,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,96.79655172413793,4,2,2
34.067932,-117.785168,No,No,No,40,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,65.1,2586.0,64.65,3,2,1
39.305545,-123.743697,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,69.95,69.95,0,0,0
34.035849,-118.503508,No,Yes,Yes,49,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.35,4889.2,99.7795918367347,3,1,2
37.676249,-122.132415,No,No,No,35,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.6,2094.9,59.854285714285716,2,2,0
34.063947,-118.383001,No,No,No,8,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.75,438.05,54.75625,1,0,1
37.639215,-122.037554,No,No,No,18,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,68.35,1299.8,72.21111111111111,4,3,1
37.290606,-119.216328,Yes,Yes,No,50,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.05,5163.3,103.266,4,2,2
38.685069,-121.543709,Yes,Yes,No,32,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,82.14375,1,0,1
33.864622,-118.179626,No,No,No,23,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,47.01086956521739,1,1,0
37.959706,-121.287669,No,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.5,242.05,80.68333333333334,1,0,1
38.733908,-120.453416,No,Yes,Yes,38,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),78.95,2862.55,75.33026315789475,4,2,2
38.333133,-121.920151,No,Yes,No,51,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),96.4,4911.05,96.29509803921569,3,2,1
38.325599,-122.642352,No,No,No,5,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,291.45,58.29,2,2,0
40.582399,-122.195512,No,Yes,No,63,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,96.0,6109.75,96.98015873015873,3,1,2
33.705836,-117.318204,Yes,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,71.65,0,0,0
36.296851,-117.865469,No,Yes,Yes,4,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),38.55,156.1,39.025,2,1,1
32.619465,-116.593605,No,No,No,42,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),60.15,2421.6,57.65714285714286,2,2,0
36.462671,-118.997291,No,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5,7030.65,99.02323943661972,4,3,1
37.505768,-121.962472,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,45.7,0,0,0
36.596271,-121.442274,Yes,Yes,No,29,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.1,2656.7,91.6103448275862,3,2,1
38.625096,-121.383658,No,No,No,31,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,2979.2,96.1032258064516,3,1,2
38.445939,-121.496855,No,No,No,9,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,64.95,547.8,60.86666666666666,3,2,1
38.646096,-121.442433,Yes,No,No,16,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,63.99375,2,1,1
33.920907,-117.489426,No,No,No,1,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.4,20.4,20.4,0,0,0
32.957195,-117.202542,No,Yes,No,30,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),94.1,2804.45,93.48166666666665,3,2,1
37.59485,-122.051521,No,Yes,No,49,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.0,918.7,18.748979591836736,0,0,0
32.677716,-117.047666,No,Yes,Yes,23,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1652.1,71.83043478260869,3,2,1
38.326215,-122.718742,No,No,No,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,74.9,1,1,0
33.988543,-118.334081,No,Yes,No,10,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,47.57,1,1,0
34.13658,-118.245839,No,Yes,Yes,50,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.95,1261.45,25.229,0,0,0
37.873283,-121.292034,No,Yes,No,60,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,5475.9,91.265,3,2,1
38.724322,-120.991237,No,No,No,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.3,20.3,20.3,0,0,0
34.028331,-118.354338,No,No,No,2,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.05,118.3,59.15,1,0,1
32.830852,-116.444601,Yes,Yes,No,32,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,2303.35,71.9796875,0,0,0
35.690535,-118.552784,No,Yes,No,33,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,669.45,20.28636363636364,0,0,0
32.707892,-117.05512,Yes,Yes,Yes,24,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,94.31041666666665,3,1,2
33.766004,-117.786763,Yes,Yes,No,41,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,4534.9,110.60731707317072,5,3,2
34.089953,-118.294824,Yes,Yes,No,40,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.3,1637.4,40.935,2,1,1
36.635661,-120.288644,No,Yes,Yes,38,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.05,963.95,25.367105263157896,0,0,0
33.940884,-118.128628,Yes,Yes,No,64,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,110.921875,5,3,2
40.913192,-123.06597,Yes,Yes,No,68,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,58.46911764705882,3,3,0
36.78979,-119.929894,No,Yes,No,71,No,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35,3515.25,49.51056338028169,3,1,2
34.274846,-116.937581,No,No,Yes,34,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,103.8,3470.8,102.08235294117648,4,2,2
34.079449,-118.548306,Yes,No,No,19,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.6,1660.0,87.36842105263158,2,1,1
33.936827,-118.359824,No,No,No,1,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,20.2,20.2,0,0,0
33.521447,-117.602555,No,Yes,No,17,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,102.5,4,2,2
38.542448,-122.419923,No,Yes,Yes,54,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.1,5645.8,104.55185185185185,4,2,2
34.137412,-118.207607,No,No,No,40,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),62.05,2511.55,62.78875000000001,5,3,2
32.587557,-116.636816,No,No,No,43,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),115.05,4895.1,113.83953488372094,6,4,2
32.555828,-117.040073,No,No,No,13,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,76.88076923076923,0,0,0
36.931654,-121.752383,No,No,No,66,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),25.45,1699.15,25.74469696969697,0,0,0
34.281911,-118.556218,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),46.2,46.2,46.2,0,0,0
33.807882,-118.347957,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,80.95,40.475,0,0,0
38.801936,-122.938935,No,No,No,29,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,27.17413793103448,0,0,0
38.734997,-121.463719,No,No,No,25,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,2387.75,95.51,3,1,2
32.741499,-117.127409,Yes,No,No,21,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,41.9,840.1,40.00476190476191,2,1,1
34.167926,-118.267539,Yes,Yes,No,38,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.45,3147.15,82.81973684210527,2,1,1
40.923558,-122.059933,No,Yes,Yes,6,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.0,105.5,17.583333333333332,0,0,0
37.410567,-122.297152,No,Yes,No,55,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,104.41909090909091,4,2,2
33.752591,-117.993661,No,Yes,Yes,59,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,99.35169491525424,3,1,2
33.845706,-118.012204,No,No,Yes,49,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.45,921.3,18.802040816326528,0,0,0
37.624436,-122.430661,No,Yes,No,10,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),19.6,189.45,18.945,0,0,0
32.730583,-115.501083,No,No,No,23,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.0,1917.1,83.35217391304347,1,1,0
37.100948,-120.270136,No,No,No,1,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.25,20.25,20.25,0,0,0
33.738543,-117.785046,No,Yes,Yes,31,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,99.42258064516129,3,2,1
37.942551,-122.491642,Yes,Yes,Yes,56,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),72.6,4084.35,72.93482142857142,4,2,2
32.853743,-117.25034,No,Yes,No,71,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.7,5705.05,80.35281690140846,5,3,2
37.4695,-120.672724,No,No,No,46,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,79.2,3593.8,78.12608695652175,4,2,2
34.097345,-117.906736,Yes,No,No,15,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,1074.3,71.61999999999999,1,1,0
34.039224,-118.266293,No,Yes,No,2,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.85,52.0,26.0,0,0,0
40.617614,-122.512861,No,Yes,No,71,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,23.85,1672.1,23.55070422535211,0,0,0
37.999406,-121.686241,No,Yes,Yes,40,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,808.95,20.223750000000003,0,0,0
33.998471,-117.973758,No,Yes,No,8,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.15,156.25,19.53125,0,0,0
33.17494,-117.242761,No,No,No,12,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,523.1,43.59166666666667,0,0,0
39.732767,-122.042298,Yes,No,No,3,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,111.91666666666667,2,0,2
34.108833,-118.229715,Yes,No,Yes,18,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,97.36388888888888,2,0,2
37.794487,-122.42227,No,Yes,No,72,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.2,7840.6,108.89722222222223,5,3,2
33.801869,-117.995068,No,Yes,No,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),94.8,6859.05,97.98642857142858,6,4,2
37.394536,-120.890747,No,No,No,47,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,74.6872340425532,4,2,2
37.687264,-122.15728,Yes,No,No,29,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),58.55,1718.95,59.27413793103448,2,2,0
38.52576,-123.013347,No,Yes,Yes,72,No,No,No,No,No,No,No,No,Two year,No,Electronic check,20.55,1432.55,19.896527777777777,0,0,0
39.903272,-121.843567,No,No,No,39,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),41.1,1597.05,40.949999999999996,3,3,0
33.841027,-118.078097,No,Yes,Yes,7,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.45,150.75,21.535714285714285,0,0,0
33.930931,-117.361788,No,Yes,No,71,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,95.65,6856.95,96.57676056338028,3,2,1
32.741852,-117.243453,No,No,No,51,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,87.7627450980392,2,0,2
38.35363,-121.44195,No,Yes,Yes,52,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,100.3,5244.45,100.85480769230769,4,2,2
38.348884,-122.51699,Yes,No,No,46,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,96.17826086956521,3,1,2
38.233879,-120.861666,No,Yes,No,38,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,94.65,3624.3,95.3763157894737,3,2,1
34.223244,-119.18012,Yes,Yes,Yes,10,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),34.55,362.6,36.260000000000005,1,0,1
37.218705,-121.762429,Yes,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,115.74930555555557,6,4,2
32.852947,-114.850784,No,No,No,19,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),78.7,1495.1,78.68947368421053,1,0,1
34.227846,-119.079903,Yes,Yes,No,3,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,83.9,267.4,89.13333333333333,2,1,1
32.716007,-117.117462,No,No,No,69,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5555.3,80.51159420289855,5,3,2
37.633361,-121.862395,No,No,No,54,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.1,1079.45,19.989814814814817,0,0,0
38.010092,-122.689442,Yes,No,No,12,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,43.9125,3,2,1
37.255479,-121.889838,No,Yes,Yes,8,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),21.05,139.75,17.46875,0,0,0
37.654551,-119.822984,Yes,Yes,No,23,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0,2024.1,88.00434782608696,3,2,1
37.526791,-119.99437,No,No,No,7,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.35,533.6,76.22857142857143,1,1,0
38.715498,-121.363411,No,No,No,6,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,418.4,69.73333333333333,0,0,0
37.708327,-122.083473,No,No,No,45,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),18.85,867.3,19.273333333333333,0,0,0
39.531028,-121.24807,No,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),80.85,5824.75,80.89930555555556,5,4,1
